,tweet_dt,id,username,name,tweet,like_count,reply_count,retweet_count,retweeted
2703,2021-08-07,1423990611103961094,levanter134340,lev♡,@4eyedA @luvhyunei @zero80185023 @DubuSignal Yeah he did it but he wasn't taught in school about Jim Crow. Because… https://t.co/6A3JpakdTj,0,0,0,False
2704,2021-08-07,1423990566963007496,not_oasis_,Oasis | INVASION HYPE 🔥,yeah I'm wearing a skirt in my pfp and I'm fucking owning it idc 💯,6,0,0,False
2705,2021-08-07,1423990535186882561,DaRealAmethyst,🐻❤️,I really be eating bread and butter all day long 🥴 idc I love it,0,0,0,False
2706,2021-08-07,1423990489578156046,marchio__,〽️🅱️🦍,"Idc what y’all say.. you can FEEL when somebody’s changing on you. They don’t even have to do much, you can feel it",2,0,2,False
2707,2021-08-07,1423990461417598985,Amalajesy,🍒,@crazy_nelsona idc about them I just don't want jesy or we fandom getting dragged,0,0,0,False
2708,2021-08-07,1423990460364869635,comstocksgf,jack harlow‼️ chris defense team,i am taking any crumbs idc https://t.co/pbGGlxqQgk,2,0,0,False
2709,2021-08-07,1423990437593980930,iExilae,Elliott ツ,bruno mars slaps idc,1,0,0,False
2710,2021-08-07,1423990418274930693,Cesss_1k,?,My favorite part is tht IDK what nobody got going on. Idc for it either cause they dnt know what I got going on. Iv… https://t.co/1K3qPBtMPB,1,0,0,False
2711,2021-08-07,1423990390361755655,al_rreemmm,ٰ,"idc anymore, whoever wants to stay in my life can stay",0,0,0,False
2712,2021-08-07,1423990382661181449,demofnr,demo,@naymarki @SojkeFN idc now gtfo,0,0,0,False
2713,2021-08-07,1423990372544438272,Danirates_,Poacher 🍀,Anybody wey that volley meet go follow am enter net....idc!,0,0,0,False
2714,2021-08-07,1423990371852374016,soojinthinkerr,d,i’m reporting this account idc https://t.co/Je0nZS4NxM,0,0,0,False
2715,2021-08-07,1423990342043410435,diaaroi,🪔,I never wanted to fight someone so bad ever in my life. Idc who it is,3,0,1,False
2716,2021-08-07,1423990268471259143,TakemichiToman,Takemichi and Yuzuha Stan,@kureizd Idc you brainrotting is everything,0,0,0,False
2717,2021-08-07,1423990259419856901,tsulizs,mitsuri’s reply guy,kou does not match obanai header at all but idc obanai is pretty he’s staying 💔💔,0,0,0,False
2718,2021-08-07,1423990249055608832,xfuyuux,冬 ☆ 𝔽𝕦𝕪𝕦 ☆ 冬,"Okay idc, im gonna use all my primos i collect till the end of yoimiya banner on sayu.",3,0,0,False
